Provider,PDF Links,PDF Count,Webpage Links,Webpage Count,All Links,Total Count
Highmark BCBS of Western New York,[],0,"[""https://hwnybcbs.highmarkprc.com/pnews/pn-9-2024/biomarker_tests_to_require_prior_authorization.html"", ""https://providers.highmark.com/policies-and-programs/care-management/laboratory-management-program"", ""https://hnenybs.highmarkprc.com/Care-Management-Programs/Laboratory-Management-Program""]",3,"[""https://hwnybcbs.highmarkprc.com/pnews/pn-9-2024/biomarker_tests_to_require_prior_authorization.html"", ""https://providers.highmark.com/policies-and-programs/care-management/laboratory-management-program"", ""https://hnenybs.highmarkprc.com/Care-Management-Programs/Laboratory-Management-Program""]",3
Highmark BS of Northeasatern New York,[],0,"[""https://hnenybs.highmarkprc.com/Newsletters-Notices/Medical-Policy-Update"", ""https://providers.highmark.com/latest-updates/medical-policy-update-hbsneny.html""]",2,"[""https://hnenybs.highmarkprc.com/Newsletters-Notices/Medical-Policy-Update"", ""https://providers.highmark.com/latest-updates/medical-policy-update-hbsneny.html""]",2
Highmark West Virginia,[],0,"[""https://www.highmarkbcbswv.com/medpolicy/printerfriendly/L-34-019.html"", ""https://www.highmarkbcbswv.com/medpolicy/printerfriendly/L-34-015.html"", ""https://www.highmark.com/west-virginia/medical-policy/medical-policy-selection""]",3,"[""https://www.highmarkbcbswv.com/medpolicy/printerfriendly/L-34-019.html"", ""https://www.highmarkbcbswv.com/medpolicy/printerfriendly/L-34-015.html"", ""https://www.highmark.com/west-virginia/medical-policy/medical-policy-selection""]",3
Highmark Wholecare,[],0,"[""https://securecms.highmark.com/content/medpolicy/en/highmark-wholecare/de/medicaid/policy/de-medicare-policies/de-medicare-medical-policies/hho-de-mp-3041-testing-for-genetic-disease/hho-de-mp-3041-001-testing-for-genetic-disease.html""]",1,"[""https://securecms.highmark.com/content/medpolicy/en/highmark-wholecare/de/medicaid/policy/de-medicare-policies/de-medicare-medical-policies/hho-de-mp-3041-testing-for-genetic-disease/hho-de-mp-3041-001-testing-for-genetic-disease.html""]",1
Humana / ChoiceCare,[],0,"[""https://mcp.humana.com/tad/tad_new/Search.aspx?policyType=medical&sortfield=effectivedate"", ""https://mcp.humana.com/tad/tad_new/Search.aspx?docbegin=G&policyType=medical&searchtype=beginswith""]",2,"[""https://mcp.humana.com/tad/tad_new/Search.aspx?policyType=medical&sortfield=effectivedate"", ""https://mcp.humana.com/tad/tad_new/Search.aspx?docbegin=G&policyType=medical&searchtype=beginswith""]",2
Idaho Medicaid,"[""https://publicdocuments.dhw.idaho.gov/WebLink/DocView.aspx?id=25505&dbid=0&repo=PUBLIC-DOCUMENTS"", ""https://publicdocuments.dhw.idaho.gov/WebLink/Browse.aspx?id=5054&dbid=0&repo=PUBLIC-DOCUMENTS""]",2,"[""https://geneticspolicy.nccrcg.org/medicaid-policy/idaho/""]",1,"[""https://publicdocuments.dhw.idaho.gov/WebLink/DocView.aspx?id=25505&dbid=0&repo=PUBLIC-DOCUMENTS"", ""https://publicdocuments.dhw.idaho.gov/WebLink/Browse.aspx?id=5054&dbid=0&repo=PUBLIC-DOCUMENTS"", ""https://geneticspolicy.nccrcg.org/medicaid-policy/idaho/""]",3
Illinois Health Partners,[],0,[],0,[],0
Illinois Medicaid,[],0,"[""https://hfs.illinois.gov/medicalproviders/notices/notice.prn241231a.html"", ""https://ilga.gov/legislation/ilcs/documents/030500050K5-52.htm""]",2,"[""https://hfs.illinois.gov/medicalproviders/notices/notice.prn241231a.html"", ""https://ilga.gov/legislation/ilcs/documents/030500050K5-52.htm""]",2
Independence Blue Cross,[],0,"[""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/e2bc95e9-8337-4319-b4b8-4309c049546f.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/a3aec876-dbe6-4233-8b97-a465159550c6.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/d5974190-34f7-42ba-bead-3406aa656988.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/62aa02b7-8877-40ba-823d-23750576181b.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/734ab97d-7400-4a33-bb13-42f22e081cf6.aspx""]",5,"[""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/e2bc95e9-8337-4319-b4b8-4309c049546f.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/a3aec876-dbe6-4233-8b97-a465159550c6.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/d5974190-34f7-42ba-bead-3406aa656988.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/62aa02b7-8877-40ba-823d-23750576181b.aspx"", ""https://medpolicy.ibx.com/ibc/Commercial/Pages/Policy/734ab97d-7400-4a33-bb13-42f22e081cf6.aspx""]",5
Independent Medical Systems,[],0,[],0,[],0
Indiana Medicaid,"[""https://www.in.gov/medicaid/providers/files/pa-form.pdf"", ""https://www.in.gov/medicaid/providers/files/ihcp-fee-schedule.pdf""]",2,"[""https://www.in.gov/medicaid/providers/business-transactions/billing-and-remittance/ihcp-fee-schedules/"", ""https://www.in.gov/medicaid/members/member-programs/what-is-covered-by-indiana-medicaid/""]",2,"[""https://www.in.gov/medicaid/providers/files/pa-form.pdf"", ""https://www.in.gov/medicaid/providers/files/ihcp-fee-schedule.pdf"", ""https://www.in.gov/medicaid/providers/business-transactions/billing-and-remittance/ihcp-fee-schedules/"", ""https://www.in.gov/medicaid/members/member-programs/what-is-covered-by-indiana-medicaid/""]",4
Indiana University Health Plan Services,[],0,[],0,[],0
Inland Empire Health Plan,[],0,"[""https://www.iehp.org/en/browse-plans/medi-cal/medi-cal-benefits-and-services""]",1,"[""https://www.iehp.org/en/browse-plans/medi-cal/medi-cal-benefits-and-services""]",1
In-network Provider,[],0,[],0,[],0
Iowa Medicaid,"[""https://hhs.iowa.gov/sites/default/files/Genetic%20Testing.pdf"", ""https://hhs.iowa.gov/sites/default/files/Genetic%20Testing%20for%20Hereditary%20Breast%20and%20Ovarian%20Cancer%20Syndrome%20%28BRCA1-BRCA2%29.pdf"", ""https://hhs.iowa.gov/sites/default/files/Genetic_Testing_for_Lynch_Syndrome_10.19.22.pdf"", ""https://hhs.iowa.gov/sites/default/files/Chromosomal%20Microarray%20Analysis.pdf"", ""https://hhs.iowa.gov/sites/default/files/Whole%20Exome%20Sequencing.pdf"", ""https://hhs.iowa.gov/sites/default/files/Non-Invasive%20Prenatal%20Testing%20for%20Aneuploidy%20Using%20Cell%20Free%20DNA.pdf""]",6,"[""https://hhs.iowa.gov/programs/welcome-iowa-medicaid/policies-rules-and-regulations/covered-services-rates-and-payments""]",1,"[""https://hhs.iowa.gov/sites/default/files/Genetic%20Testing.pdf"", ""https://hhs.iowa.gov/sites/default/files/Genetic%20Testing%20for%20Hereditary%20Breast%20and%20Ovarian%20Cancer%20Syndrome%20%28BRCA1-BRCA2%29.pdf"", ""https://hhs.iowa.gov/sites/default/files/Genetic_Testing_for_Lynch_Syndrome_10.19.22.pdf"", ""https://hhs.iowa.gov/sites/default/files/Chromosomal%20Microarray%20Analysis.pdf"", ""https://hhs.iowa.gov/sites/default/files/Whole%20Exome%20Sequencing.pdf"", ""https://hhs.iowa.gov/sites/default/files/Non-Invasive%20Prenatal%20Testing%20for%20Aneuploidy%20Using%20Cell%20Free%20DNA.pdf"", ""https://hhs.iowa.gov/programs/welcome-iowa-medicaid/policies-rules-and-regulations/covered-services-rates-and-payments""]",7
Johns Hopkins Healthcare,[],0,"[""https://www.hopkinsmedicine.org/johns-hopkins-health-plans/providers-physicians/resources-guidelines/provider-communications/2022-provider-updates-evicore-amd-qtcodes-eff-nov2022""]",1,"[""https://www.hopkinsmedicine.org/johns-hopkins-health-plans/providers-physicians/resources-guidelines/provider-communications/2022-provider-updates-evicore-amd-qtcodes-eff-nov2022""]",1
Joint Venture Hospital Labs,[],0,[],0,[],0
Kentucky Medicaid,[],0,"[""https://apps.legislature.ky.gov/law/kar/titles/907/001/028/"", ""https://www.chfs.ky.gov/agencies/dms/Pages/stateplanamend.aspx""]",2,"[""https://apps.legislature.ky.gov/law/kar/titles/907/001/028/"", ""https://www.chfs.ky.gov/agencies/dms/Pages/stateplanamend.aspx""]",2
Louisiana Medicaid,[],0,"[""https://www.legis.la.gov/legis/Law.aspx?d=1295845"", ""https://www.legis.la.gov/legis/Law.aspx?d=1240069"", ""https://www.legis.la.gov/legis/Law.aspx?d=1337004"", ""https://www.legis.la.gov/legis/Law.aspx?d=1296614"", ""https://casetext.com/regulation/louisiana-administrative-code/title-50-public-health-medical-assistance/part-v-hospital-services/subpart-1-inpatient-hospitals-services/chapter-1-general-provisions/section-v-119-coverage-of-genetic-testing-of-critically-ill-infants""]",5,"[""https://www.legis.la.gov/legis/Law.aspx?d=1295845"", ""https://www.legis.la.gov/legis/Law.aspx?d=1240069"", ""https://www.legis.la.gov/legis/Law.aspx?d=1337004"", ""https://www.legis.la.gov/legis/Law.aspx?d=1296614"", ""https://casetext.com/regulation/louisiana-administrative-code/title-50-public-health-medical-assistance/part-v-hospital-services/subpart-1-inpatient-hospitals-services/chapter-1-general-provisions/section-v-119-coverage-of-genetic-testing-of-critically-ill-infants""]",5
Loyola University Medical Center,[],0,[],0,[],0
Luthern Hospital of Indiana,"[""https://www.in.gov/medicaid/providers/files/modules/genetic-testing.pdf""]",1,"[""https://geneticspolicy.nccrcg.org/medicaid-policy/indiana/""]",1,"[""https://www.in.gov/medicaid/providers/files/modules/genetic-testing.pdf"", ""https://geneticspolicy.nccrcg.org/medicaid-policy/indiana/""]",2
Luthern Preferred of Indiana- MedPartners,[],0,[],0,[],0
MagnaCare,[],0,"[""https://www.magnacare.com/blog/gene-therapy-policy/"", ""https://www.magnacare.com/network-solutions/provider-solutions/""]",2,"[""https://www.magnacare.com/blog/gene-therapy-policy/"", ""https://www.magnacare.com/network-solutions/provider-solutions/""]",2
Maine Medicaid,"[""https://mainecare.maine.gov/Provider%20Fee%20Schedules/MaineCare%20UCR/2-MaineCare%20UCR%20(pdf).pdf""]",1,"[""https://www.maine.gov/dhhs/oms/mainecare-options/covered-services-benefits"", ""https://legislature.maine.gov/statutes/24-a/title24-Asec2159-C.html"", ""https://legislature.maine.gov/legis/bills/bills_129th/chapters/PUBLIC208.asp"", ""https://legislature.maine.gov/statutes/19-a/title19-Asec1902.html"", ""https://www.maine.gov/dhhs/oms/about-us/policies-rules/medicaid-state-plan""]",5,"[""https://mainecare.maine.gov/Provider%20Fee%20Schedules/MaineCare%20UCR/2-MaineCare%20UCR%20(pdf).pdf"", ""https://www.maine.gov/dhhs/oms/mainecare-options/covered-services-benefits"", ""https://legislature.maine.gov/statutes/24-a/title24-Asec2159-C.html"", ""https://legislature.maine.gov/legis/bills/bills_129th/chapters/PUBLIC208.asp"", ""https://legislature.maine.gov/statutes/19-a/title19-Asec1902.html"", ""https://www.maine.gov/dhhs/oms/about-us/policies-rules/medicaid-state-plan""]",6
Maryland Medicaid,"[""https://health.maryland.gov/mmcp/Documents/2023%20Medical%20Laboratory%20Fee%20Schedule-%20updated%207-12-2023.pdf"", ""https://health.maryland.gov/mmcp/Documents/NIPTS%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Whole%20Exome%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/MY%20CHOICE%20CLINICAL%20CRITERIA.pdf"", ""https://health.maryland.gov/mmcp/Documents/Whole%20Genome%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Targeted%20Genomic%20Sequencing%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Colon%20Cancer%20Screening%20Updates%202021%20.pdf"", ""https://health.maryland.gov/mmcp/epsdt/Documents/FINAL%202022%20Healthy%20Kids%20Provider%20Manual_8.26.2022.pdf#search=durable%20medical%20equipment"", ""https://health.maryland.gov/mmcp/communitysupport/Approved%20Items%20Lists/2021/2021%20August%20Fee%20Schedule.pdf""]",9,"[""https://law.justia.com/codes/maryland/insurance/title-15/subtitle-8/section-15-859/""]",1,"[""https://health.maryland.gov/mmcp/Documents/2023%20Medical%20Laboratory%20Fee%20Schedule-%20updated%207-12-2023.pdf"", ""https://health.maryland.gov/mmcp/Documents/NIPTS%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Whole%20Exome%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/MY%20CHOICE%20CLINICAL%20CRITERIA.pdf"", ""https://health.maryland.gov/mmcp/Documents/Whole%20Genome%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Targeted%20Genomic%20Sequencing%20Clinical%20Criteria.pdf"", ""https://health.maryland.gov/mmcp/Documents/Colon%20Cancer%20Screening%20Updates%202021%20.pdf"", ""https://health.maryland.gov/mmcp/epsdt/Documents/FINAL%202022%20Healthy%20Kids%20Provider%20Manual_8.26.2022.pdf#search=durable%20medical%20equipment"", ""https://health.maryland.gov/mmcp/communitysupport/Approved%20Items%20Lists/2021/2021%20August%20Fee%20Schedule.pdf"", ""https://law.justia.com/codes/maryland/insurance/title-15/subtitle-8/section-15-859/""]",10
Maryland Physicians Care,[],0,"[""https://www.marylandphysicianscare.com/providers/medical-management/""]",1,"[""https://www.marylandphysicianscare.com/providers/medical-management/""]",1
Mass General Brigham Health Plan,"[""https://massgeneralbrighamhealthplan.org/docs/providers/medical-policies/Genetic-Testing.pdf""]",1,"[""https://massgeneralbrighamhealthplan.org/providers/medical-policies""]",1,"[""https://massgeneralbrighamhealthplan.org/docs/providers/medical-policies/Genetic-Testing.pdf"", ""https://massgeneralbrighamhealthplan.org/providers/medical-policies""]",2
Massachusetts Medicaid,"[""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-genetic-testing-for-hereditary-breast-andor-ovarian-cancer/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-chromosomal-microarray-analysis/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-gene-expression-profiling-tests-for-breast-cancer/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-maternal-cell-free-dna-testing/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-fragile-x-carrier-screening/download""]",5,"[""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-genetic-testing-for-hereditary-breast-andor-ovarian-cancer"", ""https://www.mass.gov/guides/guidelines-for-medical-necessity-determination-for-chromosomal-microarray-analysis"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-gene-expression-profiling-tests-for-breast-cancer"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-maternal-cell-free-dna-testing"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-fragile-x-carrier-screening""]",5,"[""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-genetic-testing-for-hereditary-breast-andor-ovarian-cancer/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-chromosomal-microarray-analysis/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-gene-expression-profiling-tests-for-breast-cancer/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-maternal-cell-free-dna-testing/download"", ""https://www.mass.gov/doc/guidelines-for-medical-necessity-determination-for-fragile-x-carrier-screening/download"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-genetic-testing-for-hereditary-breast-andor-ovarian-cancer"", ""https://www.mass.gov/guides/guidelines-for-medical-necessity-determination-for-chromosomal-microarray-analysis"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-gene-expression-profiling-tests-for-breast-cancer"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-maternal-cell-free-dna-testing"", ""https://www.mass.gov/guides/masshealth-guidelines-for-medical-necessity-determination-for-fragile-x-carrier-screening""]",10
MDWise,"[""https://www.mdwise.org/Uploads/Public/microsite/mdwise-more/index.html"", ""https://www.mdwise.org/mdwise/benefits-and-services-healthy-indiana""]",2,[],0,"[""https://www.mdwise.org/Uploads/Public/microsite/mdwise-more/index.html"", ""https://www.mdwise.org/mdwise/benefits-and-services-healthy-indiana""]",2
MedCost-Virginia Health Network,[],0,"[""https://www.medcost.com/medical-policies""]",1,"[""https://www.medcost.com/medical-policies""]",1
Medica,[],0,[],0,[],0
